Date,CAT,COST,JNJ,JPM,KO,NEE,PG,RTX,UNH,XOM
2020-02-01,-0.04749558822411859,-0.07979807552720308,-0.09666160174065908,-0.11713959198517387,-0.08407551178352657,-0.05756891985477519,-0.0859994050121522,-0.13055906210364487,-0.06419526528222186,-0.17192527935299384
2020-03-01,-0.06600155653641926,0.016330104476282692,-0.01869271274361639,-0.22461445219827958,-0.1727425643957805,-0.043058204004807754,-0.028526071671208575,-0.27422545009256083,-0.02188562803431271,-0.25126132957630454
2020-04-01,0.0029300948754424905,0.06267339800220206,0.14420790573175624,0.06364534802770727,0.046157226855963795,-0.03948131259369492,0.071545560234205,0.0917321849851831,0.17786817887721829,0.22386091172904887
2020-05-01,0.041698911528985194,0.020378949215839715,-0.008597791002064481,0.026746177972233554,0.017215247696777514,0.10574593105680363,-0.009984900885286585,-0.00447492506136371,0.04232930446167105,-0.02151899769677268
2020-06-01,0.05302564290699241,-0.017052054190680788,-0.04803437397861865,-0.033398491338510694,-0.042844957917977045,-0.06022086361049539,0.031486804955712655,-0.036487369547120396,-0.03247527862878741,0.0025748799216238627
2020-07-01,0.050434775093712414,0.07361230001657515,0.036478648686881776,0.02742932230912376,0.06690195780350905,0.1751932448566753,0.09659641332580193,-0.08016900842921415,0.03096844616343164,-0.0590340410852489
2020-08-01,0.07898698931352266,0.07027877206666977,0.05248337508390377,0.04683659038967214,0.048475687359569974,-0.0054503548326320095,0.061644864171495506,0.07621769070100548,0.032267679426743356,-0.05085515262778373
2020-09-01,0.048064384651374414,0.021112676989988532,-0.023069429969247657,-0.039125565025074915,-0.0032304739298300023,-0.0007530840388997317,0.004771398495891477,-0.04970019369155654,-0.0024958592404239477,-0.12350401900299979
2020-10-01,0.05296677653170101,0.007380016073204931,-0.07905693894108778,0.01838569153989522,-0.018654168631236923,0.05505145002416545,-0.013597742377566613,-0.05596112211850546,-0.017232379470839443,-0.04981089354386137
2020-11-01,0.11206800970981212,0.09759747584317569,0.055210843119266606,0.2135234407793618,0.07365765093723753,0.005190280123228863,0.018533953100742684,0.32032421221481555,0.10224776881296216,0.16891499888111983
2020-12-01,0.0485627507922155,-0.03826183746591927,0.09533889975246379,0.07796085841347233,0.07112398418131938,0.05329287909993585,0.0019443258340616776,0.004316329641560035,0.042635415801734355,0.10712040554804925
2021-01-01,0.004504820621907157,-0.040125849989560924,0.03653583889794465,0.012591507001712188,-0.12199111713743815,0.048217691575993316,-0.07855383074586664,-0.06684380188124772,-0.04533986276655133,0.08782116743434121
2021-02-01,0.18698692956420304,-0.06080634046055122,-0.028627455060822093,0.1520156809646771,0.01744560261999739,-0.09138088776074582,-0.03069120368149647,0.07882525499512805,-0.0040768955779001415,0.2125334429508028
2021-03-01,0.07406855526432987,0.06699689375079876,0.04363764661145053,0.034382056670395844,0.07593339998474513,0.03438618166266716,0.09633311388049326,0.07994814038017228,0.11995059858092949,0.0442913731154404
2021-04-01,-0.016215976278316835,0.055634392359646734,-0.009857043731510307,0.01037882006819002,0.032618328116409856,0.02512927149494626,-0.014841716857229348,0.0772613246366578,0.07564924178488575,0.025255179578384634
2021-05-01,0.06163600184654694,0.01878626971223163,0.04006634262011244,0.07410017983155481,0.024268193496591595,-0.055347805633906066,0.017184510756782068,0.06571370171406987,0.032898621782609494,0.019741434800769175
2021-06-01,-0.09727067857209848,0.045999022754092955,-0.020574289846315486,-0.052971314316086815,-0.021342179970000985,0.0008194947239839045,0.0005934110998526698,-0.0325369068642728,-0.027869519083635552,0.09643566560119154
2021-07-01,-0.04999326769515022,0.08605667396813033,0.04528351327134472,-0.02417367151947103,0.06190589615147979,0.06866494409543389,0.054102087863691084,0.019224169163144067,0.03318775073642333,-0.08734956045089648
2021-08-01,0.025401053980417698,0.061956235506016366,0.00540071758750571,0.05990051297179022,-0.012624780298062577,0.07817722312864128,0.0074212869302920925,-0.02518667453801049,0.009825103971990323,-0.052978916639944584
2021-09-01,-0.08962869538872353,-0.013479873223447236,-0.0616316504333011,0.023382499169400273,-0.06819394273499046,-0.06084963665588272,-0.018189433483768003,0.020244503083556742,-0.061330430048646356,0.0951996864198601
2021-10-01,0.06271817854988071,0.09389121525723665,0.008545017711964142,0.03787621847149625,0.08243610016739344,0.08672972132425727,0.022818485298271574,0.03373667567705407,0.18259285738690068,0.09605594481110913
2021-11-01,-0.04701937626321917,0.09910174024092266,-0.04266971962459443,-0.05946706073994934,-0.0695403147728515,0.016992761308597393,0.017387754507214304,-0.08935409071704481,-0.03528997652888444,-0.07181659205065505
2021-12-01,0.06925287596744223,0.05250498740784404,0.10428089170761967,-0.003022079896849994,0.13763882603718613,0.08058896274984306,0.13141504479800048,0.06975801872294318,0.13038584661819264,0.03630265856274395
2022-01-01,-0.02505575575354979,-0.11021693610657635,0.007131761000868098,-0.06157262069337399,0.0304002818536262,-0.16323926100445252,-0.019134178226009935,0.04799015366826409,-0.05581849476582457,0.2413794699854963
2022-02-01,-0.06484324140698028,0.027953475290229735,-0.044808201091303346,-0.04004035616044632,0.020160729109280462,0.0019201181746055784,-0.023174308622689987,0.13870694630445235,0.006982935460606576,0.03238537858131485
2022-03-01,0.18786653153157484,0.11068395435742029,0.08384061177953517,-0.038646266876995794,-0.0038561395366916162,0.08827341391809829,-0.01982171680974676,-0.02998242333961121,0.07165833171363722,0.06485060323031577
