Date,AAPL,AMZN,AVGO,INTU,LLY,META,MSFT,NFLX,NVDA,V
2023-07-01,193.91249084472656,133.67999267578125,86.81838989257812,501.09564208984375,445.7312927246094,316.1192626953125,328.86614990234375,43.89699935913086,46.69249725341797,232.84622192382812
2023-08-01,185.44332885742188,138.00999450683594,89.16022491455078,531.4999389648438,543.4479370117188,293.5860900878906,320.87750244140625,43.36800003051758,49.31645202636719,240.6328887939453
2023-09-01,169.22671508789062,127.12000274658203,80.2421646118164,501.21734619140625,527.8383178710938,297.87249755859375,309.77410888671875,37.7599983215332,43.46502685546875,225.7084197998047
2023-10-01,168.7918243408203,133.08999633789062,81.72728729248047,485.5316162109375,544.34765625,298.9241638183594,331.7109069824219,41.16899871826172,40.75149917602539,230.70323181152344
2023-11-01,187.74964904785156,146.08999633789062,89.92168426513672,561.5623168945312,580.8156127929688,324.6026916503906,371.73876953125,47.39699935913086,46.73732376098633,251.87966918945312
2023-12-01,190.5504913330078,151.94000244140625,108.42803955078125,614.2047119140625,573.89453125,351.2039489746094,369.6719055175781,48.6879997253418,49.487396240234375,256.0249328613281
2024-01-01,182.50405883789062,155.1999969482422,115.14750671386719,620.3954467773438,635.614013671875,387.10223388671875,390.84710693359375,56.4109992980957,61.48941421508789,268.7204895019531
2024-02-01,178.89161682128906,176.75999450683594,126.90523529052734,652.3900756835938,742.0107421875,486.31365966796875,406.6352233886719,60.29199981689453,79.06367492675781,277.94464111328125
2024-03-01,169.93345642089844,180.3800048828125,129.33700561523438,639.7042236328125,767.2572631835938,482.3102722167969,414.360107421875,60.733001708984375,90.3008041381836,274.9555358886719
2024-04-01,168.79383850097656,175.0,127.42414093017578,615.7105102539062,770.3540649414062,427.2734680175781,383.4445495605469,55.06399917602539,86.353271484375,264.6402282714844
2024-05-01,190.51612854003906,176.44000244140625,130.19552612304688,568.1018676757812,809.0543212890625,463.6865234375,408.8546447753906,64.16200256347656,109.57115936279297,268.4333801269531
2024-06-01,209.00355529785156,193.25,157.33905029296875,647.70361328125,894.4461669921875,500.82476806640625,440.9875793457031,67.48799896240234,123.47032928466797,259.0695495605469
2024-07-01,220.37562561035156,186.97999572753906,157.9635009765625,637.9860229492188,794.557373046875,472.1009521484375,412.7691345214844,62.834999084472656,116.96359252929688,262.2281188964844
2024-08-01,227.2425079345703,178.5,160.06735229492188,622.0039672851562,948.4263305664062,518.3137817382812,411.57525634765625,70.13500213623047,119.3124771118164,272.7894287109375
2024-09-01,231.47943115234375,186.3300018310547,169.5836944580078,612.865234375,876.4639282226562,569.14990234375,425.324951171875,70.927001953125,121.38148498535156,271.93206787109375
2024-10-01,224.4357147216797,186.39999389648438,167.44879150390625,602.305419921875,820.8651123046875,564.856201171875,401.65185546875,75.60299682617188,132.70736694335938,286.6685791015625
2024-11-01,235.78115844726562,207.88999938964844,159.8639373779297,634.3850708007812,786.8428955078125,571.5637817382812,418.56402587890625,88.68099975585938,138.19520568847656,311.62164306640625
2024-12-01,249.05946350097656,219.38999938964844,228.6701202392578,621.3065795898438,765.0076293945312,582.7002563476562,417.4606018066406,89.13200378417969,134.2367706298828,313.16534423828125
2025-01-01,234.7178192138672,237.67999267578125,218.82940673828125,594.62548828125,803.7337036132812,686.4259643554688,411.0823059082031,97.6760025024414,120.03067016601562,338.6910400390625
2025-02-01,240.5260772705078,212.27999877929688,197.23028564453125,607.8240966796875,912.2913818359375,665.52978515625,393.18548583984375,98.05599975585938,124.87908172607422,359.41082763671875
2025-03-01,221.1660614013672,190.25999450683594,165.58323669433594,607.9725341796875,819.8397827148438,574.0567626953125,372.5379943847656,93.25299835205078,108.34449768066406,347.8565979003906
2025-04-01,211.57785034179688,184.4199981689453,190.9230499267578,621.3204345703125,892.343017578125,547.2926025390625,392.2570495605469,113.1719970703125,108.89433288574219,342.9334411621094
2025-05-01,199.97840881347656,205.00999450683594,240.1243896484375,747.388671875,732.2483520507812,645.4762573242188,456.8624267578125,120.7229995727539,135.09817504882812,362.4771728515625
2025-06-01,204.54754638671875,219.38999938964844,273.4344787597656,781.27294921875,775.3868408203125,735.7945556640625,494.5372009277344,133.91299438476562,157.95278930664062,352.997802734375
2025-07-01,206.94027709960938,234.11000061035156,292.025146484375,778.7931518554688,736.136474609375,771.6278076171875,530.4187622070312,115.94000244140625,177.84043884277344,343.47314453125
2025-08-01,231.43572998046875,229.0,295.6941223144531,662.5119018554688,728.6864013671875,736.96923828125,503.76361083984375,120.82499694824219,174.1510467529297,349.7467041015625
2025-09-01,254.14559936523438,219.57000732421875,328.02862548828125,678.3148193359375,760.611572265625,732.6593627929688,515.8051147460938,119.89199829101562,186.5489959716797,340.0040283203125
2025-10-01,269.85565185546875,244.22000122070312,368.15185546875,663.0581665039062,860.1589965820312,647.2674560546875,515.6656494140625,111.88600158691406,202.4677734375,339.3666076660156
2025-11-01,278.31951904296875,233.22000122070312,401.3485107421875,630.9644165039062,1072.103515625,646.8681640625,489.9725341796875,107.58000183105469,176.98056030273438,333.0920104980469
2025-12-01,271.6058349609375,230.82000732421875,344.7159423828125,659.1651611328125,1072.889404296875,658.9878540039062,482.5186767578125,93.76000213623047,186.4795379638672,349.98828125
